ModeBeforeSwitch,ModeAfterSwitch,ErrorPhase,ErrorType,WritePattern,WriteLength,LogicalLBAAlignment,PowerCycle
PCIe,PCIe,Format_SES0_FFLBA0,UnGracefulShutdown,Overlapped,DiePageAligned,AlignedtoDiePage,Frequent_25Commands
PCIe,PCIe,PCIeFunctionalLevelResetWithAdminAndIOCmds,GracefulShutdown,Sequential,DiePageAligned,Alignedto4K,Frequent_25Commands
PCIe,PCIe,PCIeLinkResetIdleState,Wordline_WordlineShort,Overlapped,Unalignedto4K,Unalignedto4K,NoPowerCycle
PCIe,SD,Format_SES2_FFLBA2,EraseFailure,Sequential,Unalignedto4K,Alignedto4K,NoPowerCycle
PCIe,PCIe,Format_SES0_FFLBA0,UncorrectableECC_DecodeFail,Overlapped,Alignedto4K,Unalignedto4K,Frequent_25Commands
PCIe,PCIe,PCIeFunctionalLevelResetWithAdminAndIOCmds,CorrectableECC_DecodePass,Random,SingleSector,Alignedto4K,Frequent_25Commands
PCIe,SD,ExtenedDST,UnGracefulShutdown,Random,Unalignedto4K,Alignedto4K,Frequent_25Commands
PCIe,PCIe,Format_SES2_FFLBA0,EraseFailure,Sequential_Random,DiePageAligned,Unalignedto4K,NoPowerCycle
PCIe,PCIe,NvmControllerResetIdleState,CorrectableECC_DecodePass,Random,SingleSector,AlignedtoDiePage,Frequent_25Commands
PCIe,PCIe,Format_SES2_FFLBA2,Wordline_WordlineShort,Sequential,DiePageAligned,Unalignedto4K,InFrequent_75Commands
PCIe,SD,NvmControllerResetWithAdminAndIOCmds,Wordline_WordlineShort,Sequential_Random,Alignedto4K,Unalignedto4K,InFrequent_75Commands
PCIe,PCIe,PCIeHotLinkResetWithAdminAndIOCmds,ProgramFailure,Sequential,Alignedto4K,AlignedtoDiePage,Frequent_25Commands
PCIe,SD,PCIeLinkResetWithAdminAndIOCmds,UncorrectableECC_DecodeFail,Random,DiePageAligned,Unalignedto4K,Frequent_25Commands
PCIe,PCIe,NvmControllerResetWithAdminAndIOCmds,ProgramFailure,Overlapped,DiePageAligned,AlignedtoDiePage,InFrequent_75Commands
PCIe,PCIe,ExtenedDST,CorrectableECC_DecodePass,Random,SingleSector,AlignedtoDiePage,InFrequent_75Commands
PCIe,SD,Format_SES2_FFLBA0,Wordline_WordlineShort,Overlapped,Alignedto4K,AlignedtoDiePage,InFrequent_75Commands
PCIe,SD,PCIeFunctionalLevelResetIdleState,ProgramFailure,Sequential,Alignedto4K,Unalignedto4K,NoPowerCycle
PCIe,PCIe,NvmControllerResetIdleState,EraseFailure,Sequential_Random,Unalignedto4K,Unalignedto4K,NoPowerCycle
PCIe,PCIe,PCIeFunctionalLevelResetIdleState,EraseFailure,Sequential,DiePageAligned,AlignedtoDiePage,Frequent_25Commands
PCIe,SD,ExtenedDST,GracefulShutdown,Sequential,Alignedto4K,AlignedtoDiePage,NoPowerCycle
PCIe,PCIe,PCIeLinkResetWithAdminAndIOCmds,GracefulShutdown,Sequential,Alignedto4K,Alignedto4K,InFrequent_75Commands
PCIe,PCIe,NvmSubSystemResetWithAdminAndIOCmds,CorrectableECC_DecodePass,Random,SingleSector,Unalignedto4K,NoPowerCycle
PCIe,SD,NvmSubSystemResetWithAdminAndIOCmds,UnGracefulShutdown,Sequential_Random,Unalignedto4K,AlignedtoDiePage,InFrequent_75Commands
PCIe,SD,NvmSubSystemResetWithAdminAndIOCmds,UncorrectableECC_DecodeFail,Sequential_Random,DiePageAligned,AlignedtoDiePage,InFrequent_75Commands
PCIe,SD,Format_SES1_FFLBA0,Wordline_WordlineShort,Sequential_Random,DiePageAligned,Unalignedto4K,NoPowerCycle
PCIe,PCIe,Format_SES2_FFLBA2,ProgramFailure,Random,Alignedto4K,Unalignedto4K,Frequent_25Commands
PCIe,SD,NvmControllerResetIdleState,UncorrectableECC_DecodeFail,Overlapped,DiePageAligned,Unalignedto4K,NoPowerCycle
PCIe,SD,Format_SES1_FFLBA2,EraseFailure,Sequential,Unalignedto4K,Alignedto4K,Frequent_25Commands
PCIe,PCIe,Format_SES2_FFLBA2,UnGracefulShutdown,Sequential_Random,SingleSector,Unalignedto4K,NoPowerCycle
PCIe,SD,Format_SES2_FFLBA0,UncorrectableECC_DecodeFail,Overlapped,Alignedto4K,Alignedto4K,NoPowerCycle
PCIe,PCIe,Format_SES1_FFLBA0,ProgramFailure,Overlapped,DiePageAligned,Unalignedto4K,Frequent_25Commands
PCIe,PCIe,PCIeLinkResetIdleState,CorrectableECC_DecodePass,Sequential,Alignedto4K,Alignedto4K,Frequent_25Commands
PCIe,SD,Format_SES2_FFLBA0,UnGracefulShutdown,Random,SingleSector,Unalignedto4K,NoPowerCycle
PCIe,PCIe,ShortDST,UncorrectableECC_DecodeFail,Sequential,Unalignedto4K,Unalignedto4K,Frequent_25Commands
PCIe,SD,PCIeFunctionalLevelResetIdleState,UncorrectableECC_DecodeFail,Overlapped,Alignedto4K,Alignedto4K,Frequent_25Commands
PCIe,SD,PCIeHotLinkResetWithAdminAndIOCmds,Wordline_WordlineShort,Random,SingleSector,Unalignedto4K,InFrequent_75Commands
PCIe,SD,PCIeFunctionalLevelResetWithAdminAndIOCmds,Wordline_WordlineShort,Sequential,DiePageAligned,Unalignedto4K,NoPowerCycle
PCIe,SD,PCIeHotLinkResetWithAdminAndIOCmds,CorrectableECC_DecodePass,Random,DiePageAligned,Alignedto4K,InFrequent_75Commands
PCIe,PCIe,NvmSubSystemResetWithAdminAndIOCmds,Wordline_WordlineShort,Sequential,DiePageAligned,AlignedtoDiePage,InFrequent_75Commands
PCIe,SD,Format_SES2_FFLBA2,GracefulShutdown,Overlapped,Alignedto4K,Unalignedto4K,Frequent_25Commands
PCIe,PCIe,Format_SES2_FFLBA2,CorrectableECC_DecodePass,Sequential,SingleSector,Unalignedto4K,NoPowerCycle
PCIe,PCIe,PCIeLinkResetWithAdminAndIOCmds,Wordline_WordlineShort,Random,SingleSector,Alignedto4K,NoPowerCycle
PCIe,SD,PCIeHotLinkResetWithAdminAndIOCmds,EraseFailure,Sequential,Unalignedto4K,AlignedtoDiePage,Frequent_25Commands
PCIe,PCIe,PCIeHotLinkResetWithAdminAndIOCmds,GracefulShutdown,Sequential_Random,DiePageAligned,AlignedtoDiePage,Frequent_25Commands
PCIe,PCIe,Format_SES1_FFLBA2,ProgramFailure,Sequential_Random,Alignedto4K,Alignedto4K,Frequent_25Commands
PCIe,PCIe,PCIeFunctionalLevelResetWithAdminAndIOCmds,UncorrectableECC_DecodeFail,Overlapped,Alignedto4K,Alignedto4K,InFrequent_75Commands
PCIe,SD,PCIeLinkResetIdleState,GracefulShutdown,Sequential_Random,SingleSector,AlignedtoDiePage,NoPowerCycle
PCIe,PCIe,Format_SES1_FFLBA2,CorrectableECC_DecodePass,Sequential_Random,DiePageAligned,AlignedtoDiePage,Frequent_25Commands
PCIe,PCIe,Format_SES0_FFLBA2,UnGracefulShutdown,Sequential_Random,Unalignedto4K,Unalignedto4K,InFrequent_75Commands
PCIe,PCIe,Format_SES1_FFLBA2,UnGracefulShutdown,Overlapped,Alignedto4K,Unalignedto4K,Frequent_25Commands
PCIe,PCIe,Format_SES0_FFLBA2,UncorrectableECC_DecodeFail,Overlapped,DiePageAligned,Unalignedto4K,Frequent_25Commands
PCIe,SD,Format_SES1_FFLBA2,UncorrectableECC_DecodeFail,Overlapped,DiePageAligned,Alignedto4K,Frequent_25Commands
PCIe,SD,PCIeFunctionalLevelResetWithAdminAndIOCmds,ProgramFailure,Overlapped,Unalignedto4K,Unalignedto4K,InFrequent_75Commands
PCIe,PCIe,PCIeLinkResetIdleState,ProgramFailure,Overlapped,Alignedto4K,Alignedto4K,NoPowerCycle
PCIe,PCIe,PCIeLinkResetIdleState,UncorrectableECC_DecodeFail,Random,Unalignedto4K,AlignedtoDiePage,Frequent_25Commands
PCIe,SD,Format_SES0_FFLBA2,CorrectableECC_DecodePass,Overlapped,Alignedto4K,AlignedtoDiePage,InFrequent_75Commands
PCIe,SD,Format_SES0_FFLBA2,ProgramFailure,Sequential,SingleSector,AlignedtoDiePage,Frequent_25Commands
PCIe,PCIe,NoError,NoError,Overlapped,DiePageAligned,AlignedtoDiePage,InFrequent_75Commands
PCIe,PCIe,NoError,NoError,Sequential_Random,SingleSector,Alignedto4K,NoPowerCycle
SD,PCIe,DuringWriteToXORBlock,Wordline_WordlineShort,Sequential,SingleSector,Alignedto4K,NoPowerCycle
SD,PCIe,DuringTLCtoSLCRelocation,CorrectableECC_DecodePass,Overlapped,Unalignedto4K,AlignedtoDiePage,Frequent_25Commands
SD,PCIe,DuringWriteToBootBlock,UnGracefulShutdown,Overlapped,DiePageAligned,AlignedtoDiePage,InFrequent_75Commands
SD,SD,DuringWriteToMTMBlock,UncorrectableECC_DecodeFail,Random,SingleSector,Unalignedto4K,Frequent_25Commands
PCIe,PCIe,NvmSubSystemResetWithAdminAndIOCmds,EraseFailure,Random,SingleSector,Alignedto4K,Frequent_25Commands
PCIe,PCIe,PCIeLinkResetWithAdminAndIOCmds,ProgramFailure,Overlapped,Alignedto4K,Unalignedto4K,InFrequent_75Commands
SD,SD,DuringSLCtoTLCRelocation,UnGracefulShutdown,Overlapped,DiePageAligned,Unalignedto4K,NoPowerCycle
SD,PCIe,HostWrites,Wordline_WordlineShort,Sequential_Random,SingleSector,AlignedtoDiePage,NoPowerCycle
PCIe,PCIe,Format_SES1_FFLBA2,Wordline_WordlineShort,Sequential,SingleSector,AlignedtoDiePage,InFrequent_75Commands
SD,SD,DuringWriteToMTMBlock,UncorrectableECC_DecodeFail,Overlapped,Unalignedto4K,Unalignedto4K,NoPowerCycle
SD,PCIe,DuringWriteToXORBlock,Wordline_WordlineShort,Overlapped,Alignedto4K,Alignedto4K,NoPowerCycle
PCIe,SD,DuringWriteToFSBlock,Wordline_WordlineShort,Random,SingleSector,Alignedto4K,Frequent_25Commands
SD,SD,DuringSLCtoTLCRelocation,UnGracefulShutdown,Random,SingleSector,Unalignedto4K,InFrequent_75Commands
PCIe,SD,DuringSLCtoTLCRelocation,EraseFailure,Overlapped,DiePageAligned,AlignedtoDiePage,InFrequent_75Commands
PCIe,PCIe,PCIeLinkResetIdleState,UnGracefulShutdown,Overlapped,Alignedto4K,Alignedto4K,NoPowerCycle
SD,PCIe,DuringWriteToFSBlock,CorrectableECC_DecodePass,Sequential,SingleSector,Alignedto4K,NoPowerCycle
PCIe,SD,DuringWriteToBootBlock,UnGracefulShutdown,Random,SingleSector,Unalignedto4K,NoPowerCycle
PCIe,SD,ShortDST,Wordline_WordlineShort,Overlapped,Alignedto4K,Alignedto4K,NoPowerCycle
SD,SD,HostWrites,Wordline_WordlineShort,Overlapped,Unalignedto4K,Alignedto4K,Frequent_25Commands
SD,PCIe,DuringSLCtoTLCRelocation,EraseFailure,Sequential,SingleSector,Unalignedto4K,NoPowerCycle
PCIe,PCIe,PCIeHotLinkResetWithAdminAndIOCmds,UnGracefulShutdown,Sequential_Random,SingleSector,Alignedto4K,InFrequent_75Commands
SD,PCIe,HostWrites,UnGracefulShutdown,Overlapped,DiePageAligned,Alignedto4K,NoPowerCycle
SD,PCIe,DuringWriteToFSBlock,CorrectableECC_DecodePass,Overlapped,Alignedto4K,AlignedtoDiePage,NoPowerCycle
PCIe,PCIe,Format_SES2_FFLBA0,GracefulShutdown,Random,SingleSector,AlignedtoDiePage,InFrequent_75Commands
PCIe,PCIe,PCIeLinkResetIdleState,UnGracefulShutdown,Sequential_Random,SingleSector,AlignedtoDiePage,InFrequent_75Commands
PCIe,SD,PCIeHotLinkResetWithAdminAndIOCmds,UnGracefulShutdown,Overlapped,Alignedto4K,Alignedto4K,Frequent_25Commands
SD,SD,DuringWriteToFSBlock,Wordline_WordlineShort,Overlapped,DiePageAligned,Unalignedto4K,InFrequent_75Commands
SD,SD,DuringWriteToMTMBlock,UnGracefulShutdown,Random,SingleSector,Alignedto4K,Frequent_25Commands
PCIe,SD,NvmControllerResetIdleState,UnGracefulShutdown,Random,SingleSector,Unalignedto4K,NoPowerCycle
SD,PCIe,DuringWriteToMTMBlock,UnGracefulShutdown,Overlapped,DiePageAligned,Alignedto4K,NoPowerCycle
PCIe,PCIe,NvmControllerResetIdleState,UnGracefulShutdown,Overlapped,DiePageAligned,Unalignedto4K,Frequent_25Commands
SD,PCIe,DuringTLCtoSLCRelocation,CorrectableECC_DecodePass,Random,SingleSector,AlignedtoDiePage,InFrequent_75Commands
PCIe,PCIe,PCIeFunctionalLevelResetIdleState,CorrectableECC_DecodePass,Sequential,SingleSector,Alignedto4K,Frequent_25Commands
PCIe,SD,PCIeFunctionalLevelResetIdleState,CorrectableECC_DecodePass,Overlapped,Alignedto4K,Alignedto4K,NoPowerCycle
SD,PCIe,NoError,NoError,Overlapped,Unalignedto4K,Unalignedto4K,NoPowerCycle
SD,SD,NoError,NoError,Random,SingleSector,Unalignedto4K,InFrequent_75Commands
PCIe,PCIe,ShortDST,EraseFailure,Overlapped,Alignedto4K,Unalignedto4K,InFrequent_75Commands
SD,PCIe,HostWrites,UnGracefulShutdown,Sequential_Random,SingleSector,Unalignedto4K,Frequent_25Commands
PCIe,SD,ShortDST,Wordline_WordlineShort,Sequential_Random,SingleSector,Alignedto4K,InFrequent_75Commands
PCIe,SD,Format_SES1_FFLBA2,Wordline_WordlineShort,Overlapped,Unalignedto4K,Unalignedto4K,InFrequent_75Commands
SD,PCIe,NoError,NoError,Sequential,SingleSector,AlignedtoDiePage,Frequent_25Commands
SD,SD,NoError,NoError,Overlapped,Alignedto4K,Alignedto4K,Frequent_25Commands
PCIe,PCIe,NvmSubSystemResetIdleState,Wordline_WordlineShort,Overlapped,DiePageAligned,Unalignedto4K,InFrequent_75Commands
PCIe,PCIe,NvmSubSystemResetIdleState,Wordline_WordlineShort,Sequential,SingleSector,Unalignedto4K,Frequent_25Commands
PCIe,SD,PCIeFunctionalLevelResetWithAdminAndIOCmds,EraseFailure,Sequential_Random,SingleSector,Unalignedto4K,Frequent_25Commands
PCIe,SD,PCIeFunctionalLevelResetWithAdminAndIOCmds,EraseFailure,Overlapped,Unalignedto4K,AlignedtoDiePage,InFrequent_75Commands
PCIe,SD,NoError,NoError,Sequential,DiePageAligned,Unalignedto4K,NoPowerCycle
PCIe,SD,NoError,NoError,Sequential_Random,Unalignedto4K,AlignedtoDiePage,Frequent_25Commands
PCIe,SD,ExtenedDST,ProgramFailure,Overlapped,DiePageAligned,Alignedto4K,NoPowerCycle
PCIe,PCIe,ShortDST,EraseFailure,Random,SingleSector,Unalignedto4K,Frequent_25Commands
PCIe,PCIe,ExtenedDST,ProgramFailure,Sequential_Random,SingleSector,Alignedto4K,NoPowerCycle
PCIe,SD,NvmSubSystemResetWithAdminAndIOCmds,EraseFailure,Overlapped,DiePageAligned,AlignedtoDiePage,NoPowerCycle
PCIe,SD,NoError,NoError,Sequential_Random,Alignedto4K,Unalignedto4K,InFrequent_75Commands
PCIe,PCIe,NoError,NoError,Random,DiePageAligned,Alignedto4K,Frequent_25Commands
PCIe,PCIe,ShortDST,UnGracefulShutdown,Overlapped,Alignedto4K,Alignedto4K,NoPowerCycle
PCIe,SD,ShortDST,UnGracefulShutdown,Random,SingleSector,Alignedto4K,NoPowerCycle
PCIe,SD,PCIeLinkResetWithAdminAndIOCmds,EraseFailure,Sequential,SingleSector,Alignedto4K,InFrequent_75Commands
PCIe,SD,Format_SES2_FFLBA0,GracefulShutdown,Overlapped,DiePageAligned,Alignedto4K,InFrequent_75Commands
SD,SD,NoError,NoError,Random,Unalignedto4K,AlignedtoDiePage,InFrequent_75Commands
SD,SD,NoError,NoError,Sequential,Alignedto4K,AlignedtoDiePage,InFrequent_75Commands
PCIe,SD,PCIeLinkResetWithAdminAndIOCmds,EraseFailure,Overlapped,Unalignedto4K,Alignedto4K,NoPowerCycle
PCIe,PCIe,PCIeLinkResetWithAdminAndIOCmds,ProgramFailure,Sequential,SingleSector,Unalignedto4K,Frequent_25Commands
